20.8	1	1.4644	0.707493
20.85	1	1.45456	0.725335
20.9	1	1.44358	0.743995
20.95	1	1.43149	0.763433
21	1	1.41833	0.783608
21.05	1	1.40412	0.804478
21.1	1	1.3889	0.825998
21.15	1	1.3727	0.848123
21.2	1	1.35558	0.870808
21.25	1	1.33757	0.894006
21.3	1	1.31871	0.917668
21.35	1	1.29906	0.941747
21.4	1	1.27866	0.966192
21.45	1	1.25756	0.990956
21.5	1	1.23582	1.01599
21.55	1	1.21349	1.04124
21.6	1	1.19063	1.06666
21.65	1	1.16728	1.09219
21.7	1	1.14353	1.11779
21.75	1	1.11941	1.14342
21.8	1	1.09499	1.16901
21.85	1	1.07034	1.19451
21.9	1	1.04551	1.21989
21.95	1	1.02057	1.2451
22	1	0.995574	1.27007
22.05	1	0.970591	1.29478
22.1	1	0.945682	1.31916
22.15	1	0.920908	1.34319
22.2	1	0.896332	1.36681
22.25	1	0.872015	1.38997
22.3	1	0.848018	1.41265
22.35	1	0.8244	1.43479
22.4	1	0.801222	1.45636
22.45	1	0.778541	1.47732
22.5	1	0.756413	1.49764
22.55	1	0.734894	1.51726
22.6	1	0.714037	1.53618
22.65	1	0.693895	1.55434
22.7	1	0.674519	1.57172
22.75	1	0.655956	1.58829
22.8	1	0.638253	1.60401
22.85	1	0.621454	1.61888
22.9	1	0.605601	1.63285
22.95	1	0.590734	1.6459
23	1	0.57689	1.65802
23.05	1	0.564103	1.66918
23.1	1	0.552406	1.67936
23.15	1	0.541828	1.68855
23.2	1	0.532395	1.69673
23.25	1	0.524131	1.70389
23.3	1	0.517056	1.71002
23.35	1	0.511188	1.7151
23.4	1	0.506542	1.71913
23.45	1	0.50313	1.7221
23.5	1	0.500959	1.724
23.55	1	0.500036	1.72485
23.6	1	0.500362	1.72462
23.65	1	0.501937	1.72332
23.7	1	0.504757	1.72096
23.75	1	0.508815	1.71754
23.8	1	0.514101	1.71306
23.85	1	0.520601	1.70753
23.9	1	0.528299	1.70096
23.95	1	0.537177	1.69336
24	1	0.547211	1.68475
24.05	1	0.558377	1.67513
24.1	1	0.570646	1.66453
24.15	1	0.583989	1.65296
24.2	1	0.598372	1.64044
24.25	1	0.613759	1.627
