0.01	25.0025
0.01999	12.5113
0.02998	8.34639
0.03997	6.26468
0.04996	5.01649
0.05995	4.18513
0.06994	3.59198
0.07993	3.14772
0.08992	2.80273
0.09991	2.52723
0.1099	2.30227
0.11989	2.11522
0.12988	1.95732
0.13987	1.82234
0.14986	1.70569
0.15985	1.60393
0.16984	1.51443
0.17983	1.43516
0.18982	1.36449
0.19981	1.30114
0.2098	1.24406
0.21979	1.1924
0.22978	1.14544
0.23977	1.10261
0.24976	1.0634
0.25975	1.0274
0.26974	0.994253
0.27973	0.963651
0.28972	0.935332
0.29971	0.909067
0.3097	0.884658
0.31969	0.86193
0.32968	0.840731
0.33967	0.820926
0.34966	0.802395
0.35965	0.785033
0.36964	0.768744
0.37963	0.753443
0.38962	0.739056
0.39961	0.725512
0.4096	0.712752
0.41959	0.700717
0.42958	0.689359
0.43957	0.67863
0.44956	0.668489
0.45955	0.658898
0.46954	0.649821
0.47953	0.641226
0.48952	0.633084
0.49951	0.625368
0.5095	0.618052
0.51949	0.611114
0.52948	0.604531
0.53947	0.598285
0.54946	0.592357
0.55945	0.58673
0.56944	0.581388
0.57943	0.576316
0.58942	0.571501
0.59941	0.566929
0.6094	0.56259
0.61939	0.55847
0.62938	0.554561
0.63937	0.550852
0.64936	0.547334
0.65935	0.543999
0.66934	0.540837
0.67933	0.537842
0.68932	0.535006
0.69931	0.532323
0.7093	0.529785
0.71929	0.527387
0.72928	0.525124
0.73927	0.522989
0.74926	0.520978
0.75925	0.519085
0.76924	0.517306
0.77923	0.515637
0.78922	0.514073
0.79921	0.512611
0.8092	0.511247
0.81919	0.509977
0.82918	0.508798
0.83917	0.507706
0.84916	0.506699
0.85915	0.505773
0.86914	0.504926
0.87913	0.504155
0.88912	0.503457
0.89911	0.50283
0.9091	0.502272
0.91909	0.501781
0.92908	0.501353
0.93907	0.500988
0.94906	0.500684
0.95905	0.500437
0.96904	0.500247
0.97903	0.500112
0.98902	0.50003
0.99901	0.5
1.009	0.50002
1.01899	0.500088
1.02898	0.500204
1.03897	0.500365
1.04896	0.500571
1.05895	0.50082
1.06894	0.501112
1.07893	0.501444
1.08892	0.501815
1.09891	0.502226
1.1089	0.502674
1.11889	0.503158
1.12888	0.503678
1.13887	0.504233
1.14886	0.504822
1.15885	0.505444
1.16884	0.506097
1.17883	0.506782
1.18882	0.507498
1.19881	0.508243
1.2088	0.509017
1.21879	0.509819
1.22878	0.510649
1.23877	0.511506
1.24876	0.512389
1.25875	0.513297
1.26874	0.514231
1.27873	0.515189
1.28872	0.516171
1.29871	0.517176
1.3087	0.518204
1.31869	0.519255
1.32868	0.520327
1.33867	0.52142
1.34866	0.522534
1.35865	0.523669
1.36864	0.524823
1.37863	0.525997
1.38862	0.52719
1.39861	0.528401
1.4086	0.529631
1.41859	0.530879
1.42858	0.532144
1.43857	0.533426
1.44856	0.534725
1.45855	0.536041
1.46854	0.537372
1.47853	0.538719
1.48852	0.540082
1.49851	0.54146
1.5085	0.542853
1.51849	0.54426
1.52848	0.545681
1.53847	0.547117
1.54846	0.548566
1.55845	0.550028
1.56844	0.551504
1.57843	0.552993
1.58842	0.554494
1.59841	0.556008
1.6084	0.557534
1.61839	0.559072
1.62838	0.560622
1.63837	0.562183
1.64836	0.563756
1.65835	0.56534
1.66834	0.566935
1.67833	0.56854
1.68832	0.570156
1.69831	0.571783
1.7083	0.573419
1.71829	0.575066
1.72828	0.576722
1.73827	0.578389
1.74826	0.580064
1.75825	0.581749
1.76824	0.583444
1.77823	0.585147
1.78822	0.586859
1.79821	0.58858
1.8082	0.590309
1.81819	0.592047
1.82818	0.593793
1.83817	0.595547
1.84816	0.59731
1.85815	0.59908
1.86814	0.600858
1.87813	0.602644
1.88812	0.604437
1.89811	0.606237
1.9081	0.608045
1.91809	0.60986
1.92808	0.611683
1.93807	0.613512
1.94806	0.615348
1.95805	0.617191
1.96804	0.61904
1.97803	0.620896
1.98802	0.622758
1.99801	0.624627
2.008	0.626502
2.01799	0.628383
2.02798	0.63027
2.03797	0.632164
2.04796	0.634063
2.05795	0.635968
2.06794	0.637878
2.07793	0.639795
2.08792	0.641716
2.09791	0.643644
2.1079	0.645576
2.11789	0.647515
2.12788	0.649458
2.13787	0.651406
2.14786	0.65336
2.15785	0.655319
2.16784	0.657282
2.17783	0.659251
2.18782	0.661224
2.19781	0.663202
2.2078	0.665185
2.21779	0.667172
2.22778	0.669164
2.23777	0.671161
2.24776	0.673162
2.25775	0.675167
2.26774	0.677177
2.27773	0.679191
2.28772	0.681209
2.29771	0.683231
2.3077	0.685258
2.31769	0.687289
2.32768	0.689323
2.33767	0.691362
2.34766	0.693404
2.35765	0.69545
2.36764	0.6975
2.37763	0.699554
2.38762	0.701612
2.39761	0.703673
2.4076	0.705738
2.41759	0.707806
2.42758	0.709878
2.43757	0.711954
2.44756	0.714033
2.45755	0.716115
2.46754	0.7182
2.47753	0.720289
2.48752	0.722382
2.49751	0.724477
2.5075	0.726576
2.51749	0.728678
2.52748	0.730783
2.53747	0.732891
2.54746	0.735002
2.55745	0.737116
2.56744	0.739233
2.57743	0.741353
2.58742	0.743476
2.59741	0.745602
2.6074	0.747731
2.61739	0.749862
2.62738	0.751997
2.63737	0.754134
2.64736	0.756274
2.65735	0.758416
2.66734	0.760561
2.67733	0.762709
2.68732	0.764859
2.69731	0.767012
2.7073	0.769168
2.71729	0.771326
2.72728	0.773486
2.73727	0.775649
2.74726	0.777815
2.75725	0.779983
2.76724	0.782153
