0.08	0.0738492
0.16	0.136343
0.24	0.18879
0.32	0.232367
0.4	0.268127
0.48	0.297015
0.56	0.319876
0.64	0.337466
0.72	0.35046
0.8	0.359461
0.88	0.365006
0.96	0.367573
1.04	0.367588
1.12	0.365428
1.2	0.361426
1.28	0.35588
1.36	0.34905
1.44	0.341166
1.52	0.33243
1.6	0.323021
1.68	0.313094
1.76	0.302783
1.84	0.292206
1.92	0.281466
2	0.270649
2.08	0.259831
2.16	0.249077
2.24	0.238439
2.32	0.227965
2.4	0.217691
2.48	0.207649
2.56	0.197863
2.64	0.188354
2.72	0.179137
2.8	0.170223
2.88	0.16162
2.96	0.153332
3.04	0.145363
3.12	0.137712
3.2	0.130377
3.28	0.123354
3.36	0.11664
3.44	0.110228
3.52	0.104111
3.6	0.0982811
3.68	0.0927311
3.76	0.0874519
3.84	0.0824348
3.92	0.0776704
4	0.0731494
4.08	0.0688625
4.16	0.0648002
4.24	0.0609531
4.32	0.0573123
4.4	0.0538684
4.48	0.0506126
4.56	0.0475362
4.64	0.0446305
4.72	0.0418873
4.8	0.0392984
4.88	0.0368565
4.96	0.0345538
5.04	0.0323831
5.12	0.0303374
5.2	0.02841
5.28	0.0265945
5.36	0.0248847
5.44	0.0232748
5.52	0.0217592
5.6	0.0203323
5.68	0.0189892
5.76	0.0177247
5.84	0.0165343
5.92	0.0154135
6	0.0143581
6.08	0.0133639
6.16	0.0124272
6.24	0.0115441
6.32	0.0107113
6.4	0.00992532
6.48	0.00918305
6.56	0.00848144
6.64	0.00781757
6.72	0.00718867
6.8	0.00659208
6.88	0.00602527
6.96	0.00548579
7.04	0.00497136
7.12	0.00447975
7.2	0.00400875
7.28	0.00355629
7.36	0.00312034
7.44	0.00269892
7.52	0.00229013
7.6	0.00189208
7.68	0.001503
7.76	0.00112104
7.84	0.000744402
7.92	0.000371315
